Num,Pub_date,Type_actor,Political_actor,Document,Condensed_function,actor,theme,quote,year,time_bin
1525,2005-02-06,NGO (Non Governmental Organization),Jay Bodner natural resource coordinator for the Montana Stockgrowers Association,ENDANGERED SPECIES ACT CHECKUP,NGO,Non Governmental Organization,Recovery_goals,We would like to see some recognition that a state boundary is a boundary Bodner said. If we here in Montana have a viable population we shouldnt be grouped in with those other states.,2005,Before
1526,2005-02-06,NGO (Non Governmental Organization),Lane Adamson project director for the Madison Valley Ranchlands Group.,ENDANGERED SPECIES ACT CHECKUP,NGO,Non Governmental Organization,Human_wildlife_conflict,What they do with any of these endangered species can have a big impact on ranching said Lane Adamson project director for the Madison Valley Ranchlands Group.,2005,Before
1536,2004-05-30,State Agency,Louisa Wilcox director of the Natural Resources Defense Councils wild bear project.,Grizzlies May Lose Endangered Status; Bears Have Roared Back Since the 1970s: [FINAL Edition],NGO,Non Governmental Organization,State_of_science,Wilcox who has worked on grizzly conservation since 1985 said federal officials are ignoring the pressures the bears still face.De-listing is really about taking chances Wilcox said. We believe de-listing is premature unless and until habitats protected so bears can be established as a connected population between Yellowstone and Canada. . . . The challenge bears face today is pressure from people oil and gas development rural sprawl and burgeoning off-road vehicle use.,2004,Before
1536,2004-05-30,State Agency,Louisa Wilcox director of the Natural Resources Defense Councils wild bear project.,Grizzlies May Lose Endangered Status; Bears Have Roared Back Since the 1970s: [FINAL Edition],NGO,Non Governmental Organization,Recovery_goals,Wilcox who has worked on grizzly conservation since 1985 said federal officials are ignoring the pressures the bears still face.De-listing is really about taking chances Wilcox said. We believe de-listing is premature unless and until habitats protected so bears can be established as a connected population between Yellowstone and Canada. . . . The challenge bears face today is pressure from people oil and gas development rural sprawl and burgeoning off-road vehicle use.,2004,Before
1537,2004-05-30,NGO (Non Governmental Organization)    Lawyer,Douglas Honnold managing attorney for the Bozeman Mont. office of Earthjustice an environmental law firm,Grizzlies May Lose Endangered Status; Bears Have Roared Back Since the 1970s: [FINAL Edition],NGO,Non Governmental Organization,Human_wildlife_conflict,We need the laws to protect these bears and we need the political climate to protect these bears said Douglas Honnold managing attorney for the Bozeman Mont. office of Earthjustice an environmental law firm. Honnold added that many local officials and livestock owners in the West have the attitude that we dont want your bears and we dont want your wolves and are eager to kill grizzly bears that wander outside Yellowstone and other parks.,2004,Before
1538,2004-05-30,NGONGO (Non Governmental Organization),Jim Magagna executive vice president of the Wyoming Stock Growers Association,Grizzlies May Lose Endangered Status; Bears Have Roared Back Since the 1970s: [FINAL Edition],NGO,Non Governmental Organization,Human_wildlife_conflict,Ranchers say they are increasingly frustrated with the toll that grizzly bears take on their cattle. According to Jim Magagna executive vice president of the Wyoming Stock Growers Association bears cost the states livestock industry $57000 in fiscal 2003 killing a total of 29 sheep 92 calves 11 cows and one bull. (Qoute from article),2004,Before
1546,2024-04-16,NGO (Non Governmental Organization),Mia Strickland Environmental Investigation Agency.,Grizzly bear conservation is as much about human relationships as it is the animals,NGO,Non Governmental Organization,Law_detailed,In 1975 the grizzly bear was listed as threatened under the Endangered Species Act following decades of extermination efforts and habitat loss that severely constrained their range. At that time there were 700-800 grizzly bears in the lower 48 states down from a historic 50000. Today there are about 2000 grizzly bears in this area and sometime in 2024 the U.S. Fish and Wildlife Service will decide whether to maintain their protected status or begin the delisting process. Listed species are managed by the federal government until they have recovered and management responsibility can return to the states. While listed federal law prevents hunting of the animal and destruction of grizzly bear habitat. If the animal is delisted some states intend to implement a grizzly bear hunting season.,2024,Recent
1546,2024-04-16,NGO (Non Governmental Organization),Mia Strickland Environmental Investigation Agency.,Grizzly bear conservation is as much about human relationships as it is the animals,NGO,Non Governmental Organization,Recovery_goals,In 1975 the grizzly bear was listed as threatened under the Endangered Species Act following decades of extermination efforts and habitat loss that severely constrained their range. At that time there were 700-800 grizzly bears in the lower 48 states down from a historic 50000. Today there are about 2000 grizzly bears in this area and sometime in 2024 the U.S. Fish and Wildlife Service will decide whether to maintain their protected status or begin the delisting process.,2024,Recent
1546,2024-04-16,NGO (Non Governmental Organization),Mia Strickland Environmental Investigation Agency.,Grizzly bear conservation is as much about human relationships as it is the animals,NGO,Non Governmental Organization,Human_wildlife_conflict,Proponents of delisting say that hunting grizzly bears can help reduce conflict between grizzly bears and humans.,2024,Recent
1553,2023-10-26,NGO (Non Governmental Organization),Lena Kent general director of Public affairs for BNSF,As grizzly bear train mortalities spike BNSF mitigation funds are years overdue,NGO,Non Governmental Organization,Law_detailed,BNSF is working with the U.S. Fish and Wildlife Service to finalize its Habitat Conservation Plan according to a Sept. 22 email from Lena Kent general director of Public affairs for BNSF. In the interim BNSF continues to work with the federal state and Tribal agencies in reporting and facilitating the investigation of potential bear strikes on the railroad right of way. BNSF also continues to work to identify and remove potential bear attractants from its track structure. This includes vegetation management carrion removal and identification and removal of spilled agricultural products.,2023,Recent
1553,2023-10-26,NGO (Non Governmental Organization),Lena Kent general director of Public affairs for BNSF,As grizzly bear train mortalities spike BNSF mitigation funds are years overdue,NGO,Non Governmental Organization,Human_wildlife_conflict,BNSF is working with the U.S. Fish and Wildlife Service to finalize its Habitat Conservation Plan according to a Sept. 22 email from Lena Kent general director of Public affairs for BNSF. In the interim BNSF continues to work with the federal state and Tribal agencies in reporting and facilitating the investigation of potential bear strikes on the railroad right of way. BNSF also continues to work to identify and remove potential bear attractants from its track structure. This includes vegetation management carrion removal and identification and removal of spilled agricultural products.,2023,Recent
1581,2005-12-11,NGO (Non Governmental Organization),Jim Lyon of the National Wildlife Federation,Bear with it: Grizzly changes could be coming,NGO,Non Governmental Organization,Recovery_goals,Yellowstone grizzly bear recovery is the best kind of proof that those in Congress who say the Endangered Species Act doesnt work are wrong. The nations safety net for imperiled wildlife works and the American people want it to stay that way. The Endangered Species Act charted the path for the Yellowstone grizzly bears recovery.,2005,Before
1594,2018-08-04,Private Consultant,Nancy Warren a private consultant developing the bear road policies for the Flathead Forest.,Record roadkill: Grizzly bears probe limits of highway tolerance,NGO,Non Governmental Organization,Law_detailed,What the new decision would do is say where we are now is sufficient; there’s no need to go further with road closures or decommissioning Warren said. The (grizzly) population has done well with current conditions. We will have no net increase in roads and no net losses of secure core. If you’re going to build a brand new road in some subunit you have to take one off by decommissioning it or making it impassible.,2018,During II
1609,2007-03-23,NGO (Non Governmental Organization),Louisa Willcox Wild Bears Project manager for the Natural Resources Defense Council,Grizzlies no safer than average bears; The Yellowstone park population is coming off the endangered list and might be hunted again.: [HOME EDITION],NGO,Non Governmental Organization,Human_wildlife_conflict,Willcox called the delisting a disappointment saying Yellowstone grizzlies are facing increasing pressure.There are more and more homes and more subdivisions and sprawl she said. The more human-bear interaction the more conflicts and the more dead bears there are.,2007,During I
1614,2020-09-10,NGO (Non Governmental Organization),Nick Gevock of the Montana Wildlife Federation,Grizzly report sets big workload for state,NGO,Non Governmental Organization,Human_wildlife_conflict,There’s all kinds of science out there that hunting does not reduce the conflicts with grizzly bears,2020,Recent
1622,2001-04-02,NGO (Non Governmental Organization)  /  Journalist,Murphy Shewchuk Author/publisher Merritt outdoors,Bear necessities: Taking stock of grizzlies in the Cascades: [Final Edition],NGO,Non Governmental Organization,Human_wildlife_conflict,If you stand in front of the 7-Eleven in Merritt you get shot. Its more dangerous at most of our bars on Saturday night or Sunday morning at 2 a.m. than in our backcountry.,2001,Before
1626,2014-06-26,NGO (Non Governmental Organization),Brett Hartl endangered species policy director at the Center for Biological Diversity,Grizzly Bears Need Continued Endangered Species Act Protection to Survive Conservation Groups Say,NGO,Non Governmental Organization,State_of_science,Grizzly bears live on only 4 percent of the lands they once roamed in the lower 48 states said Brett Hartl endangered species policy director at the Center for Biological Diversity. If the Service moves to delist the Yellowstone bear population -- one of the few populations the agency has made any effort to recover -- itll declare the job done and close the door on recovering these magnificent animals across other parts of their historic range just as its trying to do with gray wolves.,2014,After I
1626,2014-06-26,NGO (Non Governmental Organization),Brett Hartl endangered species policy director at the Center for Biological Diversity,Grizzly Bears Need Continued Endangered Species Act Protection to Survive Conservation Groups Say,NGO,Non Governmental Organization,Recovery_goals,The health of the Yellowstone grizzly bear population has improved -- but its way too early to declare victory and walk away from a species that once roamed as far south as the Sierra mountains of Mexico down the Pacific coast and out onto the Great Plains Hartl said. We need to bring these iconic bears back in Colorado California the Northwest and the Southwest.,2014,After I
1639,2023-12-05,NGO (Non Governmental Organization),Mike Leahy a senior director of the National Wildlife Federation.,On the 50th anniversary of the Endangered Species Act a threat looms,NGO,Non Governmental Organization,State_of_science,Science is supposed to be the fundamental principle of managing endangered species said Mike Leahy a senior director of the National Wildlife Federation. It’s getting increasingly overruled by politics. This is every wildlife conservationist’s worst nightmare.,2023,Recent
1645,2008-09-17,NGO (Non Governmental Organization),John Youngberg vice president of government affairs for the Montana Farm Bureau,Study: Grizzly bears thriving in Montana [Derived headline],NGO,Non Governmental Organization,State_of_science,Lets make this an Endangered Species Act success ... get them off the list so we can manage them here in Montana said John Youngberg vice president of government affairs for the Montana Farm Bureau who said that farmers who mistakenly shoot grizzly bears or do so to protect their land face $25000 fines under current regulations. His explanation for McCains comments was that it was silly season.,2008,During I
1679,2015-10-27,NGO (Non Governmental Organization),Douglas Honnold managing attorney for the Bozeman Mont. office of Earthjustice,Grizzly bears may be taken off endangered list,NGO,Non Governmental Organization,State_of_science,We need the laws to protect these bears and we need the political climate to protect these bears said Douglas Honnold managing attorney for the Bozeman Mont. office of Earthjustice an environmental law firm. Honnold added that many local officials and livestock owners in the West have the attitude that we dont want your bears and we dont want your wolves and are eager to kill grizzly bears that wander outside Yellowstone and other parks.,2015,After I
111,2021-03-31,Member of the Public,Allen Chrisman Landowner a certified tree farmer who lives about five miles from the Canadian border,GRIZZLY GURU: Bear biologist tries to defuse human conflicts with bears,Public,Public,Human_wildlife_conflict,For a lot of the old timers bears were a problem to be disposed of. And that reflected their relationship with nature he continued. They would rather shoot a bear than change their own behaviors. I credit Tim and the FWP with building a great educational program that has really turned around the understanding of how humans occupy wildlife habitat in the North Fork and the adverse effect that our behaviors can have on grizzly bears. We have moved away from the era of having to constantly police attractants because people as a rule are vigilant about containing and securely storing attractants.,2021,Recent
130,2000-06-05,Member of the plublic,Teddy Thompson Rancher,State to fight grizzly bear transplant Kempthorne vows to stop expected federal plan: [IDAHO Edition],Public,Public,Human_wildlife_conflict,One night we lost 12 ewes. You could see a string of carcasses half a mile long and they werent all dead. Some were crippled Thompson said. Its a disaster for the bears too.,2000,Before
131,2000-06-05,Member of the plublic,Tom Lopez Landowner,State to fight grizzly bear transplant Kempthorne vows to stop expected federal plan: [IDAHO Edition],Public,Public,Human_wildlife_conflict,Theres a lot of conflicts and Im not sure theres enough empty space.,2000,Before
132,2000-06-05,Member of the plublic,Gary Peters Outfitter,State to fight grizzly bear transplant Kempthorne vows to stop expected federal plan: [IDAHO Edition],Public,Public,Human_wildlife_conflict,As outfitters were mandated to protect the health safety and welfare of our clients he said. Our whole way of business is going to change.,2000,Before
148,2023-02-13,University,Alex Metcalf Professor of human dimensions at UM and co-author for the study mentioned in the newpaper,Survey finds Montanans support grizzly bears some form of hunting season,Public,Public,Law_detailed,The UM survey results will factor into FWP’s management plan,2023,Recent
148,2023-02-13,University,Alex Metcalf Professor of human dimensions at UM and co-author for the study mentioned in the newpaper,Survey finds Montanans support grizzly bears some form of hunting season,Public,Public,Recovery_goals,The animal has been federally managed since 1975 but its population has made significant steps toward recovery.,2023,Recent
227,2018-08-28,Member of the Public,Sy Gilliland hunting guide,Fate of 22 Grizzly Bears Up to Judges Decision. Should Trophy Hunters Be Allowed to Kill?,Public,Public,Recovery_goals,It’s like being Monday-morning quarterbacked by people who don’t really have a clue what’s happening on the ground said Gilliland. The science backs this up. This bear population has recovered. It’s de-listed. The bear is heavily studied. It’s heavily monitored.,2018,During II
252,2016-11-17,Member of the Public,Louisa Willcox,Hunting in a grizzly world prompts bear concerns,Public,Public,Human_wildlife_conflict,As many hunters well know grizzlies are learning that gunshots are dinner bells sounding a potential serving of carrion.,2016,After I
271,2023-08-05,Member of the Public,Hannibal Anderson rancher and retired educator,Fatal grizzly attack renews debate over how many bears are too many,Public,Public,Human_wildlife_conflict,I dont see the world as a place where humans just get to trump everything else. I consider a really fundamental responsibility of being human to serve the ecological integrity of wherever we live.,2023,Recent
296,2020-02-11,University,Colleen Cassady St. Clair a conservation biologist at the University of Alberta.,Grizzly Bears Reach a Deadly Crossroad: [Science Desk],Public,Public,Human_wildlife_conflict,And its a huge number in terms of Public empathy for grizzly bears she said. No one wants to see grizzly bears get struck by trains anywhere but especially in national parks.,2020,Recent
305,2018-09-25,University,Sandi Zellmer University of Montana law professor .,Grizzly ruling entangles Montana bears outside of Yellowstone,Public,Public,Law_detailed,By vacating and remanding the final rule the judge was saying you as an agency have to issue something in the Federal Register to show the Public this order has been vacated said University of Montana law professor Sandi Zellmer who specializes in ESA topics. You need to clean up your house and reflect that in your records whether or not you do another delisting decision sometime in the future.,2018,During II
305,2018-09-25,University,Sandi Zellmer University of Montana law professor .,Grizzly ruling entangles Montana bears outside of Yellowstone,Public,Public,Recovery_goals,The way he strung together the Greater Yellowstone and Northern Continental Divide populations in this opinion is a pretty strong signal they will have the same problems with that one.. Zelmer referred to the problem of breaking isolated groups of threatened species into legally separate populations covered by different rules. It recalls the problem when the former Yugoslavia dissolved into warring Balkan states.,2018,During II
399,2022-05-10,Member of the Public,Walt Ackerman Alpine resident,Grizzly 399’s cubs face life-or-death crossroads,Public,Public,State_of_science,They’re doomed Ackerman said of the subadults. And the reason they’re doomed is because the U.S. Fish and Wildlife Service and the park — and this is my opinion — has made it obvious that they’re trying to kill the next generation of roadside bears.,2022,Recent
401,2022-12-04,Member of the Public,Tim Henderson attack surviver,Living with grizzlies as neighbors,Public,Public,Human_wildlife_conflict,I like to refer to the encounter with the bear as just that an encounter Henderson says. Unfortunately what makes splashy headlines is an attack which hospitalized him with injuries to his head and elsewhere. Yet he says he thinks of himself as the intruder.Keeping that in mind lets me enjoy the reason I moved here — for the mountains. But these days Henderson carries bear spray even in places where most people think its unnecessary.,2022,Recent
451,2017-10-07,Member of the Public,Wilkinson an environmental writer from Bozeman,Author shares decade-long process of following famed grizzly bear,Public,Public,Human_wildlife_conflict,Shes learned how to navigate that front country around campgrounds and shes never gotten into human food Wilkinson said.,2017,During II
473,2018-12-10,Member of the Public,Mike Bader,Montana approves management plan if grizzlies lose endangered species protection,Public,Public,Recovery_goals,That great white source of bears to the north isn’t there Missoula delisting critic Mike Bader said after Monday’s hearing. He argued that the NCDE needed several thousand grizzlies to be considered a recovered genetically viable population that could withstand increased human conflict.... (works in multiple columns),2018,During II
473,2018-12-10,Member of the Public,Mike Bader,Montana approves management plan if grizzlies lose endangered species protection,Public,Public,Human_wildlife_conflict,That great white source of bears to the north isn’t there Missoula delisting critic Mike Bader said after Monday’s hearing. He argued that the NCDE needed several thousand grizzlies to be considered a recovered genetically viable population that could withstand increased human conflict.... (works in multiple columns),2018,During II
474,2018-12-10,Member of the Public,Nick GevockMontana Wildlife Federation spokesman,Montana approves management plan if grizzlies lose endangered species protection,Public,Public,Law_detailed,It’s scientifically sound and has plenty of safeguards Gevock told the commissioners. It’s a good rule and we strongly support it. The rule doesn’t set an upper limit for the grizzly population in the NCDE. That’s in part because the bears themselves may find a carrying capacity. It may also depend on how people around the core habitat grow to tolerate or dislike the bears.,2018,During II
524,2016-03-03,Member of the Public,Todd Wilkinson an environmental writer in Montana and author,Yellowstones grizzly bears are back,Public,Public,Recovery_goals,The U.S. Fish and Wildlife Service announced Thursday that grizzly bears have made a thorough recovery and can be delisted from the Endangered Species Act a milestone sign that conservation can succeed for a population devastated by hunting in the 1900s.This is really momentous bigger than recovering the bald eagle says Todd Wilkinson an environmental writer in Montana and author of the book Grizzly: The Bears of Greater Yellowstone. This is recovering a fearsome and inspiring large mammal.,2016,After I
554,2022-01-18,Canadian Government (retired),Kevin Van Tighem retired Canadian national parks superintendent and grizzly bear biologist.,Survey results show Montanans love grizzlies they also want to hunt them,Public,Public,Human_wildlife_conflict,Far more people killed every year by mishandling of firearms and I know how you (Americans) think about firearms Van Tighem said. Your problem isn’t the bear. It s the fear.,2022,Recent
562,2012-12-05,Member of the Public,Dave Smith conservationist and author of a book on backcountry bear encounters,Northern U.S. states look to open Grizzly bear hunt; Officials look to open up trophy hunt as bear-human conflict rises.,Public,Public,State_of_science,I think the plan is to delist grizzlies based on what we have now and then say Whoa were changing everything Smith said. They can manipulate the numbers any way they want.,2012,After I
564,2005-06-12,Member of the Public,Tom Bales rancher,A GRIZZLY SITUATION,Public,Public,Human_wildlife_conflict,Its all about the kids he said. They go out to feed their cats and dogs. I just dont want to see the kids get hurt.,2005,Before
565,2005-06-12,Member of the Public,Curt Bales Rnacher,A GRIZZLY SITUATION,Public,Public,Human_wildlife_conflict,These bears have been listed for so long that theyve become habituated to people and theyre unwild he said.,2005,Before
568,2005-06-12,Member of the Public,Rick Felts Rancher,A GRIZZLY SITUATION,Public,Public,State_of_science,Where is that magic number where there are suddenly enough bears? he asked. When theres not enough bears to see from the road apparently that means theres not enough.,2005,Before
569,2005-06-12,Member of the Public,Bob Coe owner of Pahaska Teepee a lodge and cabin community in the Shoshone National Forest.,A GRIZZLY SITUATION,Public,Public,Recovery_goals,The bears have reached the carrying capacity and theyre overpopulated said Bob Coe owner of Pahaska Teepee a lodge and cabin community in the Shoshone National Forest.,2005,Before
582,2019-11-15,Memeber of the Public,Mike Bader grizzly bear advocate,Scientists call for updated grizzly recovery plans,Public,Public,State_of_science,Grizzly bear management in the Rocky Mountains has long been an exercise in political appeasement of economic interest he said. The best available scientific information is ignored or cited out of context to suit management prerogatives. Agency scientists and decision makers are now shackled by an unprecedented exploitative agenda.,2019,Recent
585,2019-11-15,Researcher,Frank Craighead author of numerous reports on grizzly bear ecology,Scientists call for updated grizzly recovery plans,Public,Public,Recovery_goals,A lot of people will complain saying You are moving the goal posts; we said get 50 bears in the Cabinet-Yaak and now you’re moving that Craighead said. But it’s not a football game. It isn’t a game at all really. It’s real-time science on a changing landscape with changing climate with changing human and wildlife populations and we need to have flexibility and change the recovery plan as we move forward.,2019,Recent
604,2017-06-28,Member of the Public,Kirk Moore Choteau resident and business owner,There are no simple solutions,Public,Public,Human_wildlife_conflict,1) Are they waiting for more trouble you know? Kirk said. Are they waiting for someone to get mauled? We need immediate action. 2) We just need to not have our hands tied with the management of these issues Kirk said. I dont want to have to be worried about a conflict. Its no different than anyone else. You dont want a predator living next to you or in your residence. Its just frustrating.,2017,During II
605,2017-06-28,Member of the Public,Mona Moore Choteau resident,There are no simple solutions,Public,Public,Human_wildlife_conflict,The situation is a difficult one Mona Moore explained. On one hand grain is an attractant for bears. On the other her livelihood depends on feeding her stock.,2017,During II
616,2022-11-06,Member of the Public,Dr. Barrie Gilbert,Dr. Barrie Gilbert: Grizzly bear expansion needs our welcome not our weapons,Public,Public,Human_wildlife_conflict,Grizzly bears are protected under the Endangered Species Act but their mortality rate is exploding mainly from human conflicts. Bears are expanding their range largely due to food shortages in places like the Greater Yellowstone Ecosystem. Grizzlies are confronted by armed people at cattle ranches and locations of unsecured foods and garbage.,2022,Recent
626,2018-12-15,Member of the Public,Sterling Miller spent a career studying grizzly ecology and hunting in Alaska and other parts of the world.,Grizzly recovery faces cloudy future,Public,Public,Recovery_goals,Wyoming was ill-advised to proceed as aggressively as they did with their hunting proposal Miller said. I think delisting is a step toward recovery. We’re never going to get bears recovered in any sense similar to how they originally occurred and were distributed. We used to have little islands of human habitation surrounded by sea of habitat for large carnivores. Now we have little islands for those creatures surrounded by a sea of human-occupied landscapes. The best we can hope for is recovery in isolated large-as-possible islands.,2018,During II
632,2018-09-29,Member of the Public,Mike Coppes,Indianapolis native defends grizzly bears,Public,Public,Human_wildlife_conflict,I was sure I was going to die because there was no way I could move he told the paper. He got my foot in his mouth and I thought my leg was lost.,2018,During II
663,2020-01-11,Member of the Public,Doug Peacock Grizzly bear advocate and filmmaker,Noted author filmmaker advocates for grizzlies that saved his life,Public,Public,State_of_science,Despite the gains Peacock remains disheartened by federal management of the species decrying the U.S. Fish and Wildlife Service’s attempts to delist the animals in 2007 and 2017. With state control seemingly on the horizon wildlife agencies in Montana Wyoming and Idaho made plans to resume grizzly bear hunting seasons.,2020,Recent
688,2016-04-22,Member of the Public,Kelly Mcevers,U.S. Proposes Removing Yellowstone Grizzly Bears From Endangered Species List,Public,Public,Recovery_goals,Theres a big fight going on over grizzly bears at Yellowstone National Park. Theyve been on the endangered species list since 1975. And now the federal government says the population has recovered. The bears can come off the list. But many people dont want to see that happen. Montana Public Radios Eric Whitney reports.,2016,After I
689,2016-04-22,Member of the Public,Eric Whitney,U.S. Proposes Removing Yellowstone Grizzly Bears From Endangered Species List,Public,Public,Law_detailed,The U.S. Fish and Wildlife Service will continue to take Public comment on whether to delist Yellowstone-area grizzlies until May 10. The agency is aiming to make a final decision by the end of the year. For NPR News Im Eric Whitney in Missoula.,2016,After I
689,2016-04-22,Member of the Public,Eric Whitney,U.S. Proposes Removing Yellowstone Grizzly Bears From Endangered Species List,Public,Public,Recovery_goals,Yellowstones grizzlies are among the most intensely studied animals anywhere in the world. And the federal government says its clear that the bear has rebounded.,2016,After I
689,2016-04-22,Member of the Public,Eric Whitney,U.S. Proposes Removing Yellowstone Grizzly Bears From Endangered Species List,Public,Public,Human_wildlife_conflict,Mattson says climate change is diminishing other important grizzly food sources too. That means bears are roaming farther and taking more risks feeding on things like elk and domestic cattle.,2016,After I
716,2018-06-14,University,David J. Mattson and Troy Merrill Northern Arizona University,Yellowstones grizzly bears in danger,Public,Public,Human_wildlife_conflict,This is probably not surprising. David J. Mattson and Troy Merrill in a study for Northern Arizona University wrote: Grizzly bears in the contiguous United States die primarily because humans kill them. This is true now and has apparently been true since widespread contact with European settlers began in the mid-1800s.,2018,During II
724,1995-12-24,Member of the Public,Lee Foss a third-generation Montanan,Remember when the Government Moved Wolves Back Into Yellowstone? Well Now Theyre Hoping to Return the Grizzly to the Wilds of Idaho. The Welcome Wagon Is Not Waiting.; Howdy Neighbors!: [Home Edition],Public,Public,State_of_science,Foss doesnt really mind the bears--they are a natural part of life in the Rockies and he even believes a few remain hidden in the Bitterroots. But he has seen federal officials screw up so many management decisions on land abutting his home from control of fires and wild horses to spread of pests and tree blights that he thinks putting grizzlies in their hands is like handing a loaded rifle to a toddler.Theres this saying--the last best place. And were it Foss said. But give the government enough money and theyll f- - - it up.,1995,Before
724,1995-12-24,Member of the Public,Lee Foss a third-generation Montanan,Remember when the Government Moved Wolves Back Into Yellowstone? Well Now Theyre Hoping to Return the Grizzly to the Wilds of Idaho. The Welcome Wagon Is Not Waiting.; Howdy Neighbors!: [Home Edition],Public,Public,Human_wildlife_conflict,The owner of 200 head of cattle and 20 Arabian horses he worries most about a provision of the Endangered Species Act that allows grizzlies to be shot only if they endanger a life but not if they harm livestock or other property. What if a grizzly mauled his wifes beloved $100000 stallion? Is he supposed to sit around and watch? No one he says should tell someone what to do on his or her own land. No one. He doesnt even believe in zoning.When you survive off the land and thats what weve done you know what works and what doesnt Foss says. We have major problems going on in our national forest already and now they want to bring grizzlies in.,1995,Before
795,2017-10-17,University (retired),Fred Allendorf a retired University of Montana conservation geneticist with equally renowned career experience in wildlife biology,Grizzly advocates cant agree on whats best for the bear,Public,Public,Recovery_goals,To do that Allendorf said those successful bears in Glacier National Park and the Bob Marshall Wilderness Complex had to acknowledge the far less-successful recovery zones in the Cabinet-Yaak and Selkirk mountains to the west. And the government hadn’t made that determination yet.,2017,During II
814,2018-01-03,Member of the Public,Louis Bruno East Glacier resident,Draft grizzly habitat plan draws few opponents no allies at Missoula meeting,Public,Public,Human_wildlife_conflict,I’m one of the few people who doesn’t live next to grizzly habitat — I live in grizzly habitat Bruno said. While he’s never personally seen one on his property his remote game cameras regularly captured images of them prowling around.We laugh at comments about not letting children out at night or letting them play in the woods Bruno said. The last thing a grizzly bear wants to be around is a bunch of screaming kids.,2018,During II
815,2018-01-03,Member of the Public,Patricia Ames,Draft grizzly habitat plan draws few opponents no allies at Missoula meeting,Public,Public,State_of_science,And the draft plan lacks any mechanism to connect those habitats critic Patricia Ames said. That was just one of the objections she raised.It appears hastily put together and greatly lacks any science-based criteria Ames said. The plan has no measuring criteria for changes in grizzly food sources climate shifts road activity increasing human populations agricultural pressures or recreation demands she added.,2018,During II
835,2018-03-31,Member of the Public,Charles C. Price,Urbanites glamorize deadly bears that attack ranchers,Public,Public,State_of_science,Charles Price whose ranching family is in its fourth fifth and six generations in the region knows the importance of Wyoming having the authority to manage the bear population consistent with human economic and safety needs. A former commissioner of the Wyoming Game and Fish Commission he and his colleagues were often frustrated by the intransigence of the Fish and Wildlife Service and the inflexibility of the Endangered Species Act.,2018,During II
841,2019-04-18,Researcher,David Laskin,Study predicts effects of climate change on critical grizzly food source,Public,Public,Human_wildlife_conflict,Laskin said it could lead to increases in human-wildlife conflicts as bears search for food at times and places people arent used to seeing them.If they dont have the berry crop when they expect it it might push them to explore other resources and go into areas that they wouldnt normally spend time he said.That might lead to issues with human bear conflict and how that management of these issues plays out can have impacts on bears.,2019,Recent
848,2002-05-14,Member of the Public,Doug Leighton,Scientists deny grizzlies study an attempt to create false crisis: Criticism dismissed: Bear population actually increasing parks critics say: [National Edition],Public,Public,State_of_science,The grizzly bear has become this big political football that people are using to get what they want says Mr. Leighton. The grizzly has become an industry. The more you can show there is a crisis the more money you can get from the Public.,2002,Before
859,1996-05-21,University,Mark Boyce a University of Wisconsin-Stevens Point biologist,..PH: ..DH: Grizzly Population in Park Bears More Study,Public,Public,Recovery_goals,Mark Boyce a University of Wisconsin-Stevens Point biologist said: There is good evidence that bears in the park are saturated. Bears are sighted farther and farther from Yellowstone each year Boyce said and within the park it appears that grizzlies have taken up residence in most of the available habitat.,1996,Before
878,2017-06-25,Member of the Public,Gene Curry,Done right grizzly management can work,Public,Public,Human_wildlife_conflict,Gene Curry a Valier-area farmer and rancher and former president of the Montana Stockgrowers Association noted that grizzlies are moving into areas they havent occupied for a long time.The more bears interact with humans the more potential there is for human-bear conflict Curry said. That makes landowners nervous he said.In fact it makes a lot of us nervous.Curry worries about managers being able to keep up with the grizzly bear population expansion.Education is key and were going to have to learn to live with them as much as we dont like to Curry said.,2017,During II
920,2018-11-20,Mmeber of the Public,Maggie Nutter Sweetgrass rancher,Rambling grizzlies give managers fits,Public,Public,Human_wildlife_conflict,For generations we’ve had freedom to roam our ranch without fear of predators Nutter said. How can you compensate them for the loss of that freedom? An electric fence won’t keep families and children safe outside. Your bears are more important than my freedom.,2018,During II
933,2017-06-20,Member of the Public,Gene Curry,As delisting looms grizzlies presence already an issue on the Front,Public,Public,Human_wildlife_conflict,Were having more and more issues with grizzlies moving into territory they havent occupied for quite some time Valier rancher Gene Curry said during a panel discussion on future bear management. I grew up west of Browning and grizzly bears never entered anyones mind. I used to be on my hands and knees crawling through brush to get to fishing holes. Now when my grandchildren go out to catch their horses in the morning they have to think about grizzly bears. I had five of them in the yard one morning.,2017,During II
975,2021-10-27,University,Katie Shaw University of Idaho researcher,Bitterroot grizzly managers face tough workload,Public,Public,Human_wildlife_conflict,Preliminary results indicate they do not want grizzlies in the Bitterroot Ecosystem Shaw said. They’re more OK with letting Mother Nature take its course with natural recovery where it’s out of people’s control. But the common concern was that there will be a (grizzly) reintroduction in the future. They associate that with wolf reintroduction.,2021,Recent
